FILENAME,Filename French,Filename English v.2.1,Excluded in the article,Name,Nb inputs,Fq DKO,Fq DKN,Fq TOT,% DKO,% DKN,% TOT,Nb Names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 1-resp,Nb category,Modal category,Fq modal category,% Category Agreement,Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
officechair01,chaise,deskchair01,,,39,0,0,0,0%,0%,0%,39,chair,20,51%,51%,6,1.92,,38,Furniture,25,66%,1.68,,39,4.51,0.79,,39,2.46,1.05,,33,3.12,1.41,,33,3.97,1.21,,33,3.70,1.42
oneholepunch,perforeuse02,oneholepunch,,,39,0,8,2,0%,21%,5%,29,hole punch,16,41%,55%,10,2.31,,39,Stationary&schoolsupplies,31,79%,1.19,,38,3.87,1.49,,39,2.67,1.13,,33,4.00,1.48,,33,3.76,1.44,,33,2.94,1.60
onion,oignon,onion,,,39,0,0,0,0%,0%,0%,39,Onion,39,100%,100%,1,0.00,,39,Food,31,79%,0.84,,39,4.56,0.75,,39,2.23,1.13,,33,4.73,0.63,,33,4.30,0.92,,32,1.97,1.47
orange,orange,orange,,,39,0,0,0,0%,0%,0%,39,orange,39,100%,100%,1,0.00,,39,Food,32,82%,0.68,,39,4.67,0.74,,39,1.92,0.96,,33,4.76,0.79,,33,4.09,1.16,,33,1.82,1.38
orangejuice,verre_de_jus_d_orange,orangejuice,,,39,0,0,0,0%,0%,0%,39,orange juice,13,33%,33%,14,3.10,,39,Food,31,79%,1.12,,39,4.10,1.27,,39,2.15,1.20,,33,3.85,1.28,,33,3.88,1.14,,33,1.61,1.00
outletadapter01,multiplicateur_de_prises,plugs,,,39,0,7,3,0%,18%,8%,29,plugs,10,26%,34%,14,3.17,,37,Electronic devices&accessories,29,78%,1.09,,37,4.14,0.98,,37,2.57,1.14,,33,3.15,1.48,,33,3.00,1.41,,33,2.21,1.41
overalls,salopette,overalls,,,39,0,4,1,0%,10%,3%,34,overalls,13,33%,38%,16,3.30,,37,Clothing,35,95%,0.36,,38,3.74,1.50,,39,2.72,1.39,,31,3.52,1.48,,31,2.48,1.39,,31,1.81,1.01
pacifier02d,suce02d,pacifier02d,,,39,1,4,6,3%,10%,15%,28,pacifier,9,23%,32%,12,2.94,,34,others,16,47%,1.88,,36,3.78,1.17,,36,2.67,1.07,,32,3.88,1.31,,32,3.53,1.41,,32,3.31,1.47
packofgum,gomme_a_macher,packofgum,,,39,0,0,0,0%,0%,0%,39,gum,17,44%,44%,15,2.99,,39,Food,25,64%,1.28,,39,4.08,1.16,,39,2.28,1.02,,32,3.16,1.48,,32,3.28,1.51,,32,2.94,1.54
paintbrush01,pinceau01,paintbrush01,,,39,0,2,0,0%,5%,0%,37,paint brush,34,87%,92%,2,0.41,,38,Handlabourtools&accessories,28,74%,1.48,,37,4.08,1.21,,37,2.49,1.04,,33,4.09,1.04,,33,3.61,1.27,,33,3.52,1.44
paintcan01,pot_de_peinture,paintcan01,,,39,0,0,0,0%,0%,0%,39,paint can,24,62%,62%,6,1.61,,36,Handlabourtools&accessories,22,61%,1.60,,39,3.82,1.32,,39,2.54,1.17,,33,4.36,0.82,,32,4.47,0.98,,32,2.31,1.38
paintroller01,rouleau_a_peinture01,paintroller01,,,39,0,3,1,0%,8%,3%,35,paint roller,27,69%,77%,5,1.21,,39,Handlabourtools&accessories,34,87%,0.80,,39,3.87,1.26,,39,2.28,0.97,,33,4.42,0.75,,33,3.79,1.08,,33,3.70,1.36
paintscraper,grattoir_a_bois,scrapertool01,yes,,38,11,8,0,29%,21%,0%,19,scraper,6,16%,32%,9,2.72,,34,Handlabourtools&accessories,22,65%,1.66,,34,2.74,1.44,,35,2.20,0.96,,,,,,,,,,,,
painttray,bac_a_peinture,painttray,,,39,0,6,0,0%,15%,0%,33,paint tray,13,33%,39%,14,2.97,,38,Handlabourtools&accessories,24,63%,1.75,,38,3.47,1.37,,39,2.36,0.90,,33,3.97,1.45,,33,4.00,1.12,,33,2.33,1.49
pants,pantalon,pants,,,39,0,0,0,0%,0%,0%,39,pants,31,79%,79%,5,1.12,,39,Clothing,39,100%,0.00,,39,4.72,0.60,,39,1.56,0.72,,33,4.09,1.10,,31,3.74,1.15,,31,3.81,1.28
paperclip01b,pince_a_papier01b,paperclip01b,,,39,0,2,1,0%,5%,3%,36,paper clip,18,46%,50%,12,2.48,,39,Stationary&schoolsupplies,36,92%,0.46,,39,4.08,1.22,,39,2.13,1.00,,33,3.21,1.67,,33,3.55,1.52,,33,2.09,1.21
paperclip03,trombone01,paperclip03,,,39,0,1,4,0%,3%,10%,34,paper clip,27,69%,79%,6,1.19,,39,Stationary&schoolsupplies,35,90%,0.63,,39,4.54,0.85,,39,1.97,0.99,,33,4.73,0.63,,33,4.00,1.20,,32,2.03,1.49
papertowel,papier_essuis-tout,papertowel,,,38,0,0,0,0%,0%,0%,38,paper towel,15,39%,39%,8,2.24,,35,Householdarticles&cleaners,16,46%,1.96,,36,4.25,1.20,,35,1.77,0.88,,33,4.00,1.17,,33,4.24,1.15,,33,2.52,1.60
papertray,rangement_a_papiers,paperorganizer,yes,,37,0,7,2,0%,19%,5%,28,paper organizer,2,5%,7%,25,4.59,,36,Stationary&schoolsupplies,26,72%,1.44,,37,4.14,1.06,,36,2.31,1.26,,,,,,,,,,,,
partyhat,chapeau_de_fete,partyhat,,,39,0,2,0,0%,5%,0%,37,party hat,27,69%,73%,6,1.37,,39,Gamestoys&entertainment,17,44%,1.56,,39,3.85,1.29,,39,2.62,1.21,,32,4.00,1.19,,32,4.41,0.87,,32,2.78,1.39
pastaspoon,louche_a_spaghetti,pastaspoon,yes,,39,1,15,2,3%,38%,5%,21,pasta spoon,3,8%,14%,14,3.69,,39,Kitchen&utensils,35,90%,0.68,,38,3.76,1.22,,38,2.32,1.04,,30,3.60,1.38,,31,3.42,1.46,,31,2.03,1.25
pda,agenda_electronique,pda,,,39,0,8,0,0%,21%,0%,31,pda,8,21%,26%,12,3.24,,37,Electronic devices&accessories,31,84%,0.84,,38,3.05,1.45,,38,2.97,1.17,,23,3.78,1.28,,25,3.16,1.37,,27,2.00,1.33
peach01,peche,peach01,,,39,6,4,0,15%,10%,0%,29,peach,20,51%,69%,6,1.58,,34,Food,21,62%,1.53,,36,3.78,1.73,,35,1.80,1.05,,33,4.30,0.95,,33,3.88,1.14,,33,1.27,0.72
peanut01,arachide01,peanut01,,,36,0,0,0,0%,0%,0%,36,peanut,30,83%,83%,3,0.82,,38,Food,31,82%,0.69,,38,4.21,1.14,,38,2.13,1.02,,33,4.48,0.97,,33,4.48,0.80,,33,1.94,1.41
pear01,poire01,pear01,,,39,0,0,0,0%,0%,0%,39,pear,39,100%,100%,1,0.00,,39,Food,31,79%,0.73,,39,4.54,0.82,,38,2.05,1.01,,33,4.76,0.56,,33,4.73,0.52,,33,1.55,1.06
pecan01,noix_de_pacane,pecan01,yes,,38,7,13,1,18%,34%,3%,17,nut,9,24%,53%,8,2.29,,34,Food,26,76%,0.79,,34,2.91,1.54,,35,1.97,1.10,,33,3.27,1.51,,33,3.64,1.37,,33,1.45,1.03
peeler01,epluche_patates01,peeler01,,,39,0,5,1,0%,13%,3%,33,peeler,13,33%,39%,8,2.31,,39,Kitchen&utensils,37,95%,0.34,,39,4.00,1.17,,38,2.50,1.06,,32,4.50,0.80,,32,3.84,1.22,,32,3.03,1.38
pen04b,stylo04b,pen04b,,,39,0,0,0,0%,0%,0%,39,pen,35,90%,90%,4,0.63,,37,Stationary&schoolsupplies,34,92%,0.48,,39,4.77,0.54,,38,2.13,1.07,,32,3.81,1.31,,31,3.61,1.38,,32,3.97,1.18
pencil01,crayon01,pencil01,,,38,0,0,0,0%,0%,0%,38,pencil,37,97%,97%,2,0.18,,39,Stationary&schoolsupplies,38,97%,0.17,,39,4.67,0.81,,39,1.87,0.83,,33,4.70,0.64,,33,3.97,1.24,,33,3.48,1.56
pencilcase01,trousse_a_crayons,pencilcase,,,39,0,2,1,0%,5%,3%,36,pencil case,26,67%,72%,5,1.33,,39,Stationary&schoolsupplies,31,79%,1.23,,39,3.97,1.18,,39,2.36,1.16,,31,2.84,1.49,,32,2.94,1.32,,32,2.28,1.51
pencilsharpener02a,taille_crayon02a,pencilsharpener02a,,,39,0,2,1,0%,5%,3%,36,pencil sharpener,24,62%,67%,3,1.06,,39,Stationary&schoolsupplies,37,95%,0.34,,39,4.31,1.00,,39,2.49,1.12,,33,3.91,1.18,,33,4.06,1.09,,33,3.42,1.56
pepper04a,piment04a,pepper04a,,,39,0,1,0,0%,3%,0%,38,red pepper,17,44%,45%,6,1.85,,39,Food,29,74%,0.94,,39,4.59,0.72,,39,2.18,1.17,,32,4.47,1.02,,31,3.13,1.50,,31,1.23,0.62
peppermill02b,poivriere02b,peppermill02b,,,39,1,4,1,3%,10%,3%,33,pepper mill,13,33%,39%,11,2.69,,36,Kitchen&utensils,29,81%,0.99,,39,3.95,1.10,,39,2.62,1.02,,33,4.42,0.83,,33,4.42,0.97,,33,3.18,1.42
perfume01a,bouteille_de_parfum01a,perfume01a,,,39,0,0,0,0%,0%,0%,39,perfume,21,54%,54%,8,2.02,,39,Skincare&bathroom items,26,67%,1.65,,38,4.21,1.04,,38,2.39,1.03,,28,4.04,1.07,,27,4.11,1.09,,27,3.41,1.45
petcarrier,cage,petcarrier,yes,,39,0,2,0,0%,5%,0%,37,animal cage,7,18%,19%,21,4.06,,37,others,29,78%,1.13,,38,3.58,1.45,,38,3.21,1.36,,33,4.21,1.11,,33,4.36,0.93,,33,2.45,1.46
pickle01a,cornichon,pickle01a,,,38,0,0,0,0%,0%,0%,38,pickle,25,66%,66%,3,1.14,,39,Food,33,85%,0.72,,39,4.26,1.12,,39,2.21,1.17,,33,4.39,1.14,,33,3.97,1.36,,33,1.61,1.14
pictureframe04,cadre_photo04,pictureframe04,,,38,1,0,2,3%,0%,5%,35,picture frame,25,66%,71%,4,1.29,,39,Decoration&gift accessories,29,74%,1.29,,39,4.21,1.03,,39,2.41,1.23,,32,4.13,0.87,,33,3.79,1.36,,33,2.09,1.33
piggybank,tirelire,piggybank,,,39,4,0,2,10%,0%,5%,33,piggy bank,25,64%,76%,5,1.26,,37,Gamestoys&entertainment,10,27%,2.35,,36,3.81,1.24,,37,2.68,1.36,,32,3.69,1.26,,32,3.75,1.34,,32,2.50,1.32
pill,pilule,pill,,,39,0,0,0,0%,0%,0%,39,pill,28,72%,72%,5,1.22,,38,Medical&instrument&accessories,22,58%,1.69,,38,4.00,1.19,,37,1.89,0.99,,32,3.84,1.37,,32,3.66,1.33,,32,2.69,1.51
pillbottle,boite_de_pilules,pillbottle,,,39,0,0,0,0%,0%,0%,39,pills,23,59%,59%,7,1.80,,38,Medical&instrument&accessories,26,68%,1.52,,39,3.90,1.21,,39,2.72,1.28,,33,4.33,0.78,,33,4.45,0.83,,33,2.58,1.41
pillow01a,coussin01a,pillow01a,,,38,0,0,0,0%,0%,0%,38,pillow,32,84%,84%,3,0.73,,39,Householdarticles&cleaners,13,33%,2.10,,39,4.44,0.91,,39,2.41,1.23,,33,3.12,1.27,,33,3.64,1.37,,33,3.45,1.35
pineapple01a,ananas01a,pineapple01a,,,38,0,0,1,0%,0%,3%,37,pineapple,37,97%,100%,1,0.00,,39,Food,33,85%,0.62,,39,4.51,0.82,,39,3.13,1.38,,32,4.75,0.62,,32,3.66,1.12,,32,1.66,1.07
pinecone01,cocotte_de_pin01,pinecone01,,,38,0,3,1,0%,8%,3%,34,pine cone,18,47%,53%,9,2.31,,39,Natural&elements,36,92%,0.46,,39,3.69,1.15,,39,2.95,1.17,,33,4.09,1.18,,33,3.70,1.24,,32,1.38,0.75
pingpongpaddle01a,raquette_de_ping-pong,pingpongracket01a,,,39,0,0,2,0%,0%,5%,37,ping-pong racket,14,36%,38%,9,2.45,,39,Outdoor activity&sport items,30,77%,0.78,,39,3.92,1.20,,39,2.00,0.89,,32,4.66,0.70,,32,4.00,1.22,,32,3.66,1.26
pistachio,pistache,pistachio,,,39,6,4,1,15%,10%,3%,28,pistachio,21,54%,75%,4,1.10,,34,Food,27,79%,0.91,,37,3.57,1.61,,38,2.11,0.80,,32,4.00,1.37,,33,3.76,1.30,,33,1.30,0.81
pitabread,pita,pitabread,,,38,0,0,0,0%,0%,0%,38,pita bread,26,68%,68%,9,1.73,,39,Food,36,92%,0.46,,38,4.29,0.98,,38,2.11,1.03,,33,4.33,0.99,,33,4.24,1.17,,33,1.73,1.38
pitcher02b,pichet02b,pitcher02b,,,38,0,1,0,0%,3%,0%,37,pitcher,13,34%,35%,17,3.42,,39,Kitchen&utensils,32,82%,0.98,,39,4.31,0.92,,39,2.46,1.21,,30,3.37,1.45,,31,3.71,1.16,,30,2.57,1.28
pizza,pizza,pizza,,,39,0,0,0,0%,0%,0%,39,pizza,35,90%,90%,4,0.63,,39,Food,38,97%,0.17,,39,4.36,1.14,,39,2.51,1.19,,28,4.04,1.17,,28,4.39,1.07,,27,2.67,1.52
plant01,plante01,plant01,,,39,0,1,0,0%,3%,0%,38,plant,32,82%,84%,5,0.91,,39,Natural&elements,36,92%,0.51,,39,4.15,1.01,,39,2.85,1.33,,33,3.42,1.30,,32,4.44,0.95,,33,2.09,1.26
plasticbasket01a,panier_de_plastique01a,plasticbasket01a,,,39,0,3,0,0%,8%,0%,36,basket,24,62%,67%,11,2.00,,38,Householdarticles&cleaners,19,50%,2.10,,39,3.95,1.17,,39,2.18,1.12,,33,2.94,1.68,,33,3.15,1.52,,33,2.15,1.42
plasticflower01a,fleur01a,plasticflower01a,,,39,0,0,0,0%,0%,0%,39,flower,20,51%,51%,8,2.19,,39,Decoration&gift accessories,18,46%,1.70,,39,4.08,1.13,,39,2.56,1.29,,33,3.45,1.37,,33,2.82,1.42,,32,2.78,1.50
plasticgallon,galon,plasticgallon,,,39,0,2,0,0%,5%,0%,37,bottle,11,28%,30%,20,3.74,,37,Householdarticles&cleaners,21,57%,1.80,,38,3.50,1.39,,37,1.97,1.01,,33,2.48,1.58,,33,3.24,1.54,,33,1.48,1.03
plastictube,tube_de_plastique,plastictube,yes,,38,10,4,0,26%,11%,0%,24,tube,6,16%,25%,11,3.04,,27,Others,12,44%,2.26,,32,2.84,1.65,,33,2.06,1.20,,31,3.06,1.61,,31,3.13,1.38,,31,1.55,1.06
plate01b,assiette01b,plate01b,,,37,0,0,0,0%,0%,0%,37,plate,34,92%,92%,3,0.48,,39,Kitchen&utensils,38,97%,0.17,,39,4.64,0.74,,39,1.72,0.94,,33,4.24,0.90,,33,3.85,1.28,,33,2.36,1.37
playingcard,carte_de_jeu,playingcard,,,39,0,0,0,0%,0%,0%,39,playing card,23,59%,59%,4,1.25,,39,Gamestoys&entertainment,36,92%,0.51,,39,4.44,0.88,,39,2.00,1.19,,33,4.21,1.14,,32,4.31,1.18,,33,3.27,1.40
pliers02b,pince02b,pliers02b,,,39,0,10,2,0%,26%,5%,27,pliers,23,59%,85%,5,0.90,,39,Handlabourtools&accessories,36,92%,0.38,,39,3.77,1.25,,39,2.74,1.04,,33,4.15,0.94,,33,3.76,1.25,,33,2.73,1.38
plum01,prune,plum01,,,38,0,2,0,0%,5%,0%,36,plum,31,82%,86%,5,0.85,,39,Food,31,79%,0.73,,38,4.32,1.04,,39,2.44,1.33,,32,4.34,0.94,,33,4.24,1.06,,33,1.45,0.97
plunger02,debouche-toilette02,plunger02,,,39,2,5,1,5%,13%,3%,31,plunger,26,67%,84%,6,1.01,,39,Householdarticles&cleaners,20,51%,1.84,,39,3.95,1.23,,39,1.95,1.05,,32,4.72,0.68,,32,4.03,1.03,,32,3.13,1.41
pot01,pot01,pot01,,,38,2,6,1,5%,16%,3%,29,pot,10,26%,34%,13,3.16,,33,Decoration&gift accessories,19,58%,1.66,,35,3.26,1.38,,36,2.69,1.31,,33,2.79,1.60,,33,3.70,1.61,,33,2.06,1.37
pot02a,casserole01b,pot02a,,,38,0,0,0,0%,0%,0%,38,pot,26,68%,68%,6,1.52,,39,Kitchen&utensils,38,97%,0.17,,39,4.51,0.68,,39,2.38,1.21,,33,3.30,1.53,,33,3.64,1.48,,33,2.36,1.37
potato02b,patate02b,potato02b,,,39,1,1,0,3%,3%,0%,37,potato,37,95%,100%,1,0.00,,38,Food,30,79%,0.74,,39,4.46,0.91,,39,1.90,1.02,,32,4.22,1.10,,32,3.97,1.15,,32,1.63,0.94
potatomasher03b,pilon03b,potatomasher03b,,,39,1,8,0,3%,21%,0%,30,potato masher,14,36%,47%,6,1.86,,38,Kitchen&utensils,37,97%,0.18,,39,3.77,1.44,,39,2.15,1.01,,33,4.30,1.02,,33,3.21,1.32,,33,2.36,1.17
powercable,cable_d_alimentation,powercable,,,39,0,1,0,0%,3%,0%,38,cable,9,23%,24%,18,3.74,,37,Electronic devices&accessories,29,78%,1.08,,38,4.18,1.09,,38,2.18,1.18,,33,3.30,1.51,,32,3.66,1.43,,33,1.97,1.31
printer02,imprimante02,printer02,,,39,0,0,0,0%,0%,0%,39,printer,34,87%,87%,6,0.85,,38,Electronic devices&accessories,25,66%,1.06,,38,4.39,0.82,,38,3.39,1.26,,33,4.12,0.99,,33,4.21,1.02,,33,2.12,1.24
propanetank01,bombonne_de_propane,propanetank01,,,38,0,3,2,0%,8%,5%,33,propane tank,15,39%,45%,11,2.61,,33,others,11,33%,2.47,,38,3.86,1.21,,36,2.69,1.28,,31,4.71,0.74,,31,4.65,0.84,,32,1.72,1.20
protractor,rapporteur_d_angle,protractor,,,38,0,6,4,0%,16%,11%,28,protractor,13,34%,46%,10,2.53,,39,Stationary&schoolsupplies,38,97%,0.17,,39,3.62,1.48,,39,2.46,1.29,,26,4.31,1.09,,27,4.22,1.28,,28,1.71,1.05
puttyknife,truelle,scrapertool02,yes,,38,0,17,1,0%,45%,3%,20,scraper,8,21%,40%,7,2.38,,36,Handlabourtools&accessories,29,81%,0.98,,38,3.42,1.41,,38,2.00,0.99,,,,,,,,,,,,
puzzlepiece,casse-tete,puzzlepiece01,,,39,0,1,0,0%,3%,0%,38,puzzle piece,29,74%,76%,6,1.28,,38,Gamestoys&entertainment,36,95%,0.35,,38,4.34,0.78,,38,2.74,1.33,,33,4.09,1.13,,33,3.76,1.25,,33,1.94,1.27
pylon01,cone_de_signalisation,pylon01,,,39,1,7,0,3%,18%,0%,31,pylon,14,36%,45%,10,2.52,,38,others,17,45%,2.06,,37,3.86,1.23,,37,1.81,1.05,,33,4.58,0.61,,33,4.58,0.61,,33,2.06,1.30
qtip,cure-oreille,qtip,,,38,0,1,1,0%,3%,3%,36,q-tip,26,68%,72%,6,1.48,,39,Skincare&bathroom items,36,92%,0.46,,39,4.51,0.82,,39,1.87,1.13,,32,4.31,1.26,,33,3.76,1.58,,33,3.61,1.34
racquetballracket,raquette,racquetballracket,yes,,39,0,1,0,0%,3%,0%,38,tennis racket,19,49%,50%,7,2.02,,39,Outdoor activity&sport items,33,85%,0.72,,38,3.34,1.38,,39,2.46,0.91,,33,3.73,1.15,,33,3.79,1.22,,33,4.03,1.26
radio01,radio01,radio01,,,38,0,1,0,0%,3%,0%,37,radio,11,29%,30%,13,3.08,,39,Electronic devices&accessories,31,79%,1.24,,38,4.37,0.85,,38,3.16,1.26,,32,3.13,1.26,,32,3.53,1.16,,32,2.38,1.18
radish01,radis01,radish01,,,39,0,2,0,0%,5%,0%,37,radish,32,82%,86%,4,0.76,,39,Food,27,69%,1.02,,39,4.05,1.23,,39,2.62,1.29,,33,4.03,1.21,,33,3.21,1.45,,33,1.33,0.92
raisin,raisins_secs,raisins,,,39,3,4,1,8%,10%,3%,31,raisins,23,59%,74%,8,1.53,,36,Food,29,81%,0.83,,38,4.05,1.23,,38,2.50,1.41,,33,3.76,1.32,,32,4.22,1.10,,33,1.48,1.09
ramekin01,ramequin01,ramekin01,,,38,0,3,1,0%,8%,3%,34,bowl,18,47%,53%,12,2.53,,39,Kitchen&utensils,37,95%,0.29,,39,4.13,1.08,,39,1.95,1.07,,32,3.16,1.37,,32,3.81,1.42,,31,2.16,1.29
raspberry01,framboise01,raspberry01,,,39,1,2,0,3%,5%,0%,36,rasberry,31,79%,86%,3,0.68,,39,Food,33,85%,0.62,,38,4.66,0.75,,38,2.26,1.06,,33,4.64,0.90,,33,4.61,0.61,,33,1.64,1.19
rattle,hochet,rattle,,,35,3,7,0,9%,20%,0%,25,toy,8,23%,32%,13,3.14,,32,Gamestoys&entertainment,26,81%,0.97,,37,3.05,1.49,,38,3.08,1.44,,29,2.28,1.65,,29,2.28,1.25,,29,1.38,0.73
razor01,rasoir01,razor01,,,38,1,0,1,3%,0%,3%,36,razor,26,68%,72%,7,1.51,,37,Skincare&bathroom items,36,97%,0.18,,37,4.32,1.13,,37,2.46,1.12,,33,3.73,1.21,,32,3.28,1.11,,32,3.66,1.41
rearviewmirror,retroviseur,rearviewmirror01,,,35,3,1,0,9%,3%,0%,31,rearview mirror,13,37%,42%,7,2.07,,33,others,25,76%,1.32,,34,3.67,1.47,,33,2.30,1.07,,33,4.06,1.03,,33,3.21,1.49,,33,2.64,1.54
recorder01,flute_a_bec01,recorder01,yes,,39,3,3,0,8%,8%,0%,33,flute,19,49%,58%,4,1.38,,36,Musical&instruments,31,86%,0.85,,38,3.55,1.43,,38,2.61,1.08,,32,3.03,1.60,,32,2.84,1.59,,32,3.53,1.27
reflector,reflecteur,reflector,,,38,7,3,1,18%,8%,3%,27,reflector,7,18%,26%,13,3.23,,32,Outdoor activity&sport items,18,56%,1.98,,32,3.53,1.41,,31,2.13,0.92,,33,3.48,1.48,,33,3.12,1.43,,33,1.45,0.83
relish,sachet_de_relish,relish,,,38,4,1,0,11%,3%,0%,33,relish,20,53%,61%,8,1.83,,36,Food,32,89%,0.67,,36,3.78,1.42,,36,2.22,1.24,,32,3.09,1.57,,32,3.09,1.57,,32,1.41,1.04
remotecontrol04,telecommande04,remotecontrol04,,,37,0,1,0,0%,3%,0%,36,remote control,23,62%,64%,4,1.22,,39,Electronic devices&accessories,34,87%,0.68,,39,4.38,0.96,,39,3.18,1.32,,31,4.35,0.80,,31,3.77,1.26,,31,3.58,1.34
ribbon03a,ruban03a,ribbon03a,,,39,2,10,1,5%,26%,3%,26,lace,14,36%,54%,9,2.27,,37,Decoration&gift accessories,25,68%,1.30,,37,3.27,1.39,,37,2.41,1.17,,31,2.90,1.47,,32,2.78,1.34,,33,1.39,0.86
ribbon04,ruban_a_cadeau,ribbon04,,,39,0,3,1,0%,8%,3%,35,ribbon,27,69%,77%,7,1.35,,39,Decoration&gift accessories,33,85%,0.84,,39,3.82,1.23,,39,2.10,1.17,,33,3.18,1.47,,33,3.06,1.48,,33,1.82,1.26
rice,riz,rice,,,38,0,0,0,0%,0%,0%,38,rice,35,92%,92%,4,0.52,,39,Food,35,90%,0.48,,39,4.51,0.82,,39,2.41,1.14,,33,4.33,1.11,,33,4.27,1.13,,33,1.48,1.00
ridinghelmet,casque_d_equitation,ridinghelmet,,,38,0,2,0,0%,5%,0%,36,hat,14,37%,39%,12,2.90,,37,Clothing,26,70%,1.14,,38,3.71,1.45,,38,1.63,0.75,,32,4.38,0.94,,32,4.09,0.93,,32,2.31,1.47
ring01,bague01,ring01,,,39,0,0,0,0%,0%,0%,39,ring,39,100%,100%,1,0.00,,37,Jewels&money,27,73%,1.43,,39,4.31,0.98,,39,2.21,1.26,,32,3.84,1.17,,32,3.75,1.37,,31,3.23,1.59
rock01a,roche01a,rock01a,,,38,1,1,0,3%,3%,0%,36,rock,23,61%,64%,4,1.38,,37,Natural&elements,26,70%,1.41,,38,4.11,1.09,,38,2.29,1.25,,33,3.82,0.95,,33,3.76,1.12,,33,2.27,1.42
rollingpin01a,rouleau_a_pate01a,rollingpin01a,,,39,0,9,2,0%,23%,5%,28,rolling pin,23,59%,82%,6,1.09,,39,Kitchen&utensils,39,100%,0.00,,39,3.85,1.39,,39,2.08,0.87,,31,4.42,1.12,,31,4.06,1.15,,31,3.58,1.43
rope03,corde03,rope03,,,39,0,2,1,0%,5%,3%,36,rope,31,79%,86%,5,0.85,,37,Handlabourtools&accessories,16,43%,2.27,,38,3.87,1.23,,38,2.61,1.15,,33,3.85,1.20,,33,3.61,1.50,,33,2.76,1.50
rubberband01,elastique01,rubberband01,,,38,3,1,0,8%,3%,0%,34,rubber band,13,34%,38%,5,1.86,,36,Stationary&schoolsupplies,17,47%,1.94,,36,3.97,1.28,,37,1.54,0.93,,33,4.36,0.82,,33,4.24,1.03,,33,2.76,1.48
rubberglove02b,gant02b,rubberglove02b,,,39,0,0,0,0%,0%,0%,39,glove,16,41%,41%,10,2.41,,39,Householdarticles&cleaners,28,72%,1.31,,38,4.16,1.22,,38,1.84,0.95,,33,4.27,1.26,,33,3.70,1.36,,33,2.55,1.42
rug01,tapis,rug01,,,38,0,2,0,0%,5%,0%,36,rug,11,29%,31%,10,2.87,,37,Householdarticles&cleaners,16,43%,2.22,,37,4.05,1.08,,37,2.51,1.24,,33,2.73,1.53,,33,2.82,1.40,,33,2.03,1.24
ruler04,regle05,ruler05,,,39,0,0,0,0%,0%,0%,39,ruler,39,100%,100%,1,0.00,,39,Stationary&schoolsupplies,37,95%,0.34,,39,4.38,1.11,,39,2.05,1.28,,33,4.45,0.79,,33,4.33,1.08,,33,3.06,1.58
safetypin,epingle_a_couche,safetypin,,,38,0,3,2,0%,8%,5%,33,safety pin,22,58%,67%,6,1.58,,38,others,10,26%,2.78,,39,4.18,1.00,,39,1.95,0.94,,32,4.44,0.95,,32,4.00,1.19,,32,2.19,1.40
sand,sable,sand,,,39,1,1,0,3%,3%,0%,37,sand,16,41%,43%,11,2.40,,38,Natural&elements,23,61%,1.67,,39,3.64,1.39,,39,2.54,1.47,,33,3.67,1.27,,33,3.73,1.38,,33,1.64,1.06
sandal,sandale,sandal,,,39,0,0,0,0%,0%,0%,39,sandal,36,92%,92%,3,0.46,,39,Clothing,32,82%,0.79,,38,4.34,1.07,,38,2.42,1.18,,33,3.67,1.29,,33,3.64,1.29,,33,2.21,1.24
sandpaper,papier_sable,sandpaper,yes,,38,7,1,0,18%,3%,0%,30,sandpaper,8,21%,27%,16,3.62,,32,Stationary&schoolsupplies,10,31%,2.65,,33,3.15,1.64,,33,1.70,1.07,,33,4.09,1.21,,33,3.94,1.22,,33,2.79,1.49
sandshovel02a,pelle02a,sandshovel02a,,,39,0,3,3,0%,8%,8%,33,shovel,15,38%,45%,10,2.43,,38,Gamestoys&entertainment,26,68%,1.52,,39,3.59,1.37,,39,1.72,0.83,,32,3.81,1.03,,33,3.79,1.24,,33,2.67,1.22
saw02b,scie02b,saw02b,,,39,0,5,0,0%,13%,0%,34,saw,30,77%,88%,2,0.52,,38,Handlabourtools&accessories,34,89%,0.64,,38,3.71,1.27,,37,2.16,0.83,,33,4.30,1.05,,32,3.34,1.47,,33,3.97,1.38
scale01a,balance01a,scale01a,,,39,0,1,1,0%,3%,3%,37,scale,31,79%,84%,4,0.84,,37,Skincare&bathroom items,20,54%,2.03,,39,4.13,1.13,,39,2.90,1.37,,33,3.27,1.55,,33,2.79,1.45,,33,2.39,1.25
scarf,foulard,scarf,,,39,0,1,0,0%,3%,0%,38,scarf,36,92%,95%,2,0.30,,37,Clothing,33,89%,0.66,,38,4.53,0.76,,39,2.08,1.20,,33,3.82,1.16,,33,3.21,1.34,,33,3.24,1.54
