FILENAME,Filename English v.2.1,Dataset,Name,Nb inputs,Fq DKO,Fq DKN,Fq  TOT,% DKO,% DKN,% TOT,Nb names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 2-resp,Nb category (answer1),Nb category (answer2),Nb category (all answers),Modal category,Fq (answer1),Fq (answer2),% Category Agreement,% Category Agreement (all answers),Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
beehive,beehive,BOSS-2014 (v.2),,42,3,1,0,7%,2%,0%,38,beehive,24,57%,63%,6,1.55,,33,3,36,Natural element,27,0,82%,75%,1.09,,42,3.98,1.32,,41,3.56,1.23,,32,2.88,1.18,,32,3.22,1.36,,32,1.78,1.01
beerbottle,beerbottle,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,beer bottle,37,88%,88%,3,0.61,,33,1,34,Food,23,0,70%,68%,1.3,,42,4.64,0.73,,42,1.55,0.77,,32,4.28,1.22,,32,4.16,1.3,,34,3.41,1.26
beermug01a,beermug01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
belltower01,belltower01,BOSS-2014 (v.2),,42,3,5,1,7%,12%,2%,33,Church tower,7,17%,21%,14,3.35,,32,1,33,Building infrastructure,32,0,100%,97%,0,,42,3.71,1.17,,42,3.12,1.38,,,,,,,,,,33,1.88,1.19
belt02a,belt02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Clothing,30,1,91%,91%,0.52,,,,,,,,,,,,,,,,,,,,
belugawhale,beluga,BOSS-2014 (v.2),,42,0,1,2,0%,2%,5%,39,beluga whale,20,48%,51%,8,2.22,,33,1,34,Sea mammal,26,0,79%,76%,1.04,,42,4.02,1.14,,42,2.67,1.41,,,,,,,,,,34,1.41,0.66
bench01,bench01,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,bench,31,74%,76%,7,1.37,,32,0,32,Furniture,28,0,88%,88%,0.73,,42,4.33,1,,42,1.71,0.81,,32,2.91,1.42,,31,3.39,1.45,,34,2.71,1.31
beret01,beret01,BOSS-2014 (v.2),,42,12,0,2,29%,0%,5%,28,Beret,15,36%,54%,9,2.16,,33,0,33,Clothing,22,0,67%,67%,1.66,,38,3.61,1.44,,40,1.7,0.94,,,,,,,,,,27,1.81,1.14
bib,bib,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,5,38,Clothing,22,4,67%,68%,1.59,,,,,,,,,,,,,,,,,,,,
bicycle,bicycle,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bike,18,43%,43%,5,1.74,,32,7,39,Outdoor activity & sport item,16,7,50%,59%,1,,42,4.83,0.44,,41,2.88,1.44,,,,,,,,,,34,4.18,1.19
bikehelmet,bicyclehelmet,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Outdoor activity & sport item,28,1,85%,85%,0.72,,,,,,,,,,,,,,,,,,,,
bikelock,bicyclelock,BOSS-2014 (v.2),,42,0,2,5,0%,5%,12%,35,bike lock,20,48%,57%,7,1.84,,33,0,33,Outdoor activity & sport item,19,0,58%,58%,1.88,,42,4.52,0.83,,42,2.07,0.71,,,,,,,,,,34,2.85,1.23
bikepump01,bicyclepump01,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Air pump,15,36%,37%,8,2.34,,32,1,33,Outdoor activity & sport item,20,0,63%,61%,1.45,,42,4.52,0.74,,42,1.88,0.8,,,,,,,,,,34,3.65,1.23
bikerack,bicyclerack,BOSS-2014 (v.2),,42,5,8,3,12%,19%,7%,26,Bike rack,5,12%,19%,19,4.02,,32,0,32,Building infrastructure,22,0,69%,69%,1.45,,42,3.86,1.12,,42,2.1,0.91,,,,,,,,,,32,2.25,1.39
bikewheel,bicyclewheel,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bike wheel,11,26%,26%,10,2.63,,33,2,35,Outdoor activity & sport item,20,1,61%,60%,1.12,,42,4.67,0.75,,42,2.26,1.13,,,,,,,,,,34,2.82,1.27
binder03b,binder03b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
binoculars01b,binoculars01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Outdoor activity & sport item,23,0,70%,68%,1.51,,,,,,,,,,,,,,,,,,,,
birdfeeder,birdfeeder,BOSS-2014 (v.2),,42,2,1,0,5%,2%,0%,39,Bird feeder,32,76%,82%,6,1.08,,32,5,37,Food,13,1,41%,38%,2.32,,42,4.07,1.05,,42,2.69,1.18,,32,3.72,1.37,,32,3.56,1.27,,33,1.94,1.14
birdhouse,birdhouse,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Bird House,38,90%,93%,3,0.44,,32,2,34,Building infrastructure,19,1,59%,59%,1.74,,42,4.29,1.07,,42,2.43,1.15,,32,3.41,1.21,,32,3.28,1.55,,34,1.82,1.03
birdie,birdie,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Outdoor activity & sport item,25,1,76%,76%,0.8,,,,,,,,,,,,,,,,,,,,
birdseed,birdseeds,BOSS-2014 (v.2),,42,13,2,1,31%,5%,2%,26,Bird food,5,12%,19%,13,3.42,,33,2,35,Food,27,0,82%,77%,0.87,,40,2.83,1.5,,41,3.1,1.28,,,,,,,,,,28,1.5,0.88
birthdaycandle,birthdaycandle,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,candle,22,52%,52%,2,1,,32,1,33,Decoration & gift accessory,25,1,78%,79%,1.07,,42,4.69,0.56,,42,1.83,0.91,,31,2.9,1.58,,32,2.72,1.53,,34,3.35,1.3
bison,bison,BOSS-2014 (v.2),,42,0,5,1,0%,12%,2%,36,buffalo,23,55%,64%,6,1.56,,33,0,33,Mammal,32,0,97%,97%,0.2,,42,3.95,0.96,,42,3.17,1.48,,32,4.28,1.02,,32,3.88,1.29,,34,1.62,0.89
blackbear,blackbear,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bear,21,50%,50%,4,1.36,,33,0,33,Mammal,32,0,97%,97%,0.2,,42,4.33,0.9,,42,3.07,1.42,,,,,,,,,,34,2.09,1.24
blackberry,blackberry,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Food,32,0,97%,94%,0.2,,,,,,,,,,,,,,,,,,,,
blackolive,blackolives,BOSS-2014 (v.2),,42,1,0,1,2%,0%,2%,40,Olives,24,57%,60%,7,1.74,,33,0,33,Food,31,0,94%,94%,0.39,,42,4.48,0.99,,42,2.05,0.94,,32,3.06,1.37,,32,3.5,1.34,,34,1.47,0.83
bleachbottle,bleachbottle,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Household article & cleaner,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
bleachers,bleachers,BOSS-2014 (v.2),,42,0,1,4,0%,2%,10%,37,bleachers,26,62%,70%,9,1.72,,31,2,33,Building infrastructure,23,0,74%,70%,1.22,,42,4.43,0.77,,42,2.17,1.15,,32,3.88,1.29,,32,3.41,1.29,,34,2.24,1.13
blender,blender,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Blender,39,93%,93%,4,0.48,,33,2,35,Kitchen & utensil,31,0,94%,89%,0.39,,42,4.52,0.67,,42,2.29,1.02,,32,3.53,1.22,,32,4.13,1.29,,34,2.79,1.27
blueberry01,blueberry01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
bluecheese,bluecheese,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,blue cheese,22,52%,54%,5,1.4,,32,0,32,Food,32,0,100%,100%,0,,42,4.02,1.02,,42,2.4,1.15,,32,3.91,1.35,,32,3.31,1.33,,32,1.91,1.06
bluejay,bluejay,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,blue jay,31,74%,78%,4,0.99,,33,0,33,Bird,32,0,97%,97%,0.2,,42,4.17,0.99,,42,3.38,1.38,,32,4.5,0.76,,32,4.31,1.03,,34,1.5,0.79
boat,boat,BOSS-2014 (v.2),,42,1,1,2,2%,2%,5%,38,boat,28,67%,74%,6,1.35,,33,1,34,Vehicle,26,1,79%,79%,1.1,,42,3.95,1.06,,42,2.57,1.09,,32,2.88,1.54,,31,3.1,1.33,,34,2.21,1.17
boatmotor,boatmotor,BOSS-2014 (v.2),,42,14,2,1,33%,5%,2%,25,Boat motor,9,21%,36%,11,2.91,,31,2,33,Outdoor activity & sport item,14,0,45%,42%,1.84,,39,3,1.54,,40,2.93,1.07,,,,,,,,,,33,2.42,1.54
bolt01a,bolt01a,BOSS-2014 (v.2),,42,0,1,4,0%,2%,10%,37,Bolt,21,50%,57%,3,1.29,,32,2,34,Building material,16,1,50%,50%,1.43,,42,4.38,1.01,,42,2.05,1.01,,,,,,,,,,34,2.62,1.18
boltandnut02,boltandnut02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Building material,21,0,64%,64%,1.24,,,,,,,,,,,,,,,,,,,,
boogieboard,boogieboard,BOSS-2014 (v.2),,42,9,7,5,21%,17%,12%,21,Boogie board,9,21%,43%,7,2.29,,33,0,33,Outdoor activity & sport item,24,0,73%,73%,1.18,,41,3.02,1.33,,42,2.62,1.17,,,,,,,,,,28,2.32,1.22
book01b,book01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Stationary & school supply,22,1,67%,68%,1.6,,,,,,,,,,,,,,,,,,,,
bookshelf,bookshelf,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bookshelf,24,57%,57%,6,1.63,,33,0,33,Furniture,29,0,88%,88%,0.71,,42,4.74,0.7,,42,1.6,0.91,,32,3.88,1.16,,32,4.06,1.39,,34,2.65,1.32
cherrypicker,boomlift,BOSS-2014 (v.2),,42,0,17,4,0%,40%,10%,21,Cherry picker,8,19%,38%,8,2.55,,33,1,34,Vehicle,27,0,82%,79%,0.8,,42,3.71,1.2,,42,2.98,1.26,,,,,,,,,,34,2.15,1.33
jumpercables,boostercables,BOSS-2014 (v.2),,42,0,5,2,0%,12%,5%,35,Jumper cables,16,38%,46%,14,2.84,,33,4,37,Hand labour tool & accessory,15,0,45%,41%,1.49,,42,4.24,1.1,,42,2.33,0.93,,,,,,,,,,34,3.12,1.43
boosterseat,boosterseat,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Furniture,23,0,70%,64%,1.59,,,,,,,,,,,,,,,,,,,,
boot02b,boot02b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,2,34,Clothing,32,0,100%,94%,0,,,,,,,,,,,,,,,,,,,,
shoepolish,bootpolish,BOSS-2014 (v.2),,42,15,5,3,36%,12%,7%,19,Shoe polish,5,12%,26%,11,3.18,,33,4,37,Musical instrument,16,0,48%,43%,2.31,,40,3.15,1.51,,42,1.74,0.99,,,,,,,,,,28,2.32,1.36
bottlecap,bottlecap,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Kitchen & utensil,12,0,36%,34%,2.32,,,,,,,,,,,,,,,,,,,,
bottleofredwine01,bottleofredwine01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Food,31,0,97%,94%,0.2,,,,,,,,,,,,,,,,,,,,
bottleofwhitewine,bottleofwhitewine,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Wine bottle,15,36%,36%,5,2.16,,33,0,33,Food,29,0,88%,88%,0.71,,42,4.57,0.7,,42,1.93,0.87,,,,,,,,,,34,3.24,1.23
bottleopener01,bottleopener01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,29,0,88%,88%,0.71,,,,,,,,,,,,,,,,,,,,
shipinabottle,bottleship,BOSS-2014 (v.2),,42,0,4,0,0%,10%,0%,38,Ship in a bottle,27,64%,71%,7,1.51,,32,1,33,Decoration & gift accessory,27,0,84%,82%,0.74,,42,3.98,1,,42,3.21,1.34,,32,3.81,1.12,,32,2.97,1.51,,34,1.97,1.29
bowl01,bowl01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
bowl02a,bowl02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,31,2,33,Kitchen & utensil,19,1,61%,61%,1.56,,,,,,,,,,,,,,,,,,,,
bowlingball,bowlingball,BOSS-2014 (v.2),,42,1,0,0,2%,0%,0%,41,bowling ball,41,98%,100%,1,0,,33,0,33,Outdoor activity & sport item,23,0,70%,70%,0.88,,42,4.43,0.89,,42,1.95,1.01,,31,3.48,1.48,,31,3.81,1.33,,32,4.06,1.08
bowlingpin,bowlingpin,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,bowling pin,41,98%,100%,1,0,,33,1,34,Gamestoy & entertainment,18,1,55%,56%,0.99,,41,4.46,0.98,,41,1.61,0.8,,32,4.19,1.26,,32,4.16,1.19,,34,3.5,1.21
bowlofcereal,bowlofcereal,BOSS-2014 (v.2),,42,0,3,0,0%,7%,0%,39,Cereal,17,40%,44%,6,1.89,,33,5,38,Food,32,1,97%,87%,0.2,,42,4.48,0.71,,42,2.4,1.11,,,,,,,,,,34,2.09,1.06
bowrake,bowrake,BOSS-2014 (v.2),,41,0,2,3,0%,5%,7%,36,rake,31,76%,86%,4,0.77,,33,1,34,Hand labour tool & accessory,25,0,76%,74%,1.06,,40,4.48,0.82,,40,1.75,0.95,,32,3.47,1.41,,32,3.75,1.34,,34,3.79,1.17
bowtie,bowtie,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bowtie,37,88%,88%,3,0.61,,32,3,35,Clothing,29,0,91%,83%,0.6,,42,4.55,0.8,,42,2.07,1.02,,32,3.91,1.17,,32,3.59,1.29,,34,3.5,1.29
box01a,box01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Decoration & gift accessory,28,1,85%,85%,0.97,,,,,,,,,,,,,,,,,,,,
boxcutter03a,boxcutter03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Hand labour tool & accessory,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
boxingglove01,boxingglove,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,boxing glove,32,76%,76%,5,1.11,,33,1,34,Outdoor activity & sport item,28,1,85%,85%,0.84,,42,4.24,0.98,,42,2.21,1.07,,32,3.53,1.08,,32,3.69,1.38,,34,3.74,1.02
boxtruck,boxtruck,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,truck,32,76%,76%,9,1.47,,32,0,32,Vehicle,31,0,97%,97%,0.2,,42,4.57,0.8,,42,2.6,1.34,,32,3.66,1.26,,32,3.19,1.53,,34,2.47,1.38
bracelet01,bracelet01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,4,36,Jewel & money,12,0,38%,33%,2.09,,,,,,,,,,,,,,,,,,,,
bracelet04,bracelet04,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,5,38,Decoration & gift accessory,11,1,33%,32%,1.95,,,,,,,,,,,,,,,,,,,,
fern,bracken,BOSS-2014 (v.2),,42,1,0,1,2%,0%,2%,40,Fern,21,50%,53%,6,1.74,,32,0,32,Natural element,30,0,94%,94%,0.4,,42,3.83,1.03,,42,2.95,1.41,,,,,,,,,,33,1.45,0.87
branch02,branch02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Natural element,29,0,88%,85%,0.78,,,,,,,,,,,,,,,,,,,,
brasslipstrike,brasslipstrike,BOSS-2014 (v.2),,42,2,17,5,5%,40%,12%,18,Door bolt plate,2,5%,11%,15,3.84,,33,0,33,Building material,16,0,48%,48%,1.83,,40,4.08,1.19,,41,1.83,1.18,,,,,,,,,,33,1.82,1.13
bread,bread,BOSS-2014 (v.2),,41,0,1,0,0%,2%,0%,40,Bread,25,61%,63%,8,1.86,,33,0,33,Food,32,0,97%,97%,0.2,,41,4.34,1.11,,41,2.39,1.16,,32,3.22,1.45,,32,3.75,1.37,,33,2.03,1.1
breadknife,breadknife,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,knife,18,43%,44%,6,1.92,,33,0,33,Kitchen & utensil,31,0,94%,94%,0.33,,42,4.62,0.79,,42,1.76,0.91,,,,,,,,,,34,3.24,1.33
brick,brick,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Building material,29,0,88%,85%,0.63,,,,,,,,,,,,,,,,,,,,
bridge,bridge,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,bridge,38,90%,90%,3,0.55,,31,1,32,Building infrastructure,30,0,97%,94%,0.21,,42,4.52,0.67,,42,2.33,1.14,,32,3,1.46,,32,3.31,1.69,,34,2.21,1.25
bridgestick,bridgestick,BOSS-2014 (v.2),,42,6,14,4,14%,33%,10%,18,Pool Rake,2,5%,11%,17,4.06,,33,0,33,Gamestoy & entertainment,17,0,52%,52%,1.91,,40,3.35,1.51,,39,1.64,0.93,,,,,,,,,,33,2.91,1.4
softcheese,brie,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
broadsword,broadsword,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,sword,32,76%,78%,10,1.46,,33,0,33,War related weapon & item,31,0,94%,94%,0.39,,42,3.86,1,,42,1.93,0.81,,32,3.56,1.19,,32,4.19,1.2,,34,3.21,1.23
broccoli01a,broccoli01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
brooch,brooch,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Decoration & gift accessory,18,1,55%,54%,1.15,,,,,,,,,,,,,,,,,,,,
broom01,broom01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Household article & cleaner,25,0,76%,76%,0.93,,,,,,,,,,,,,,,,,,,,
brownsugar,brownsugar,BOSS-2014 (v.2),,42,11,2,1,26%,5%,2%,28,Brown sugar,24,57%,86%,4,0.81,,33,2,35,Food,27,1,82%,80%,1.03,,39,3.51,1.6,,42,2.64,1.34,,32,3.72,1.37,,32,3.78,1.45,,28,1.39,0.63
brusselssprout,brusselssprout,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
bubbleblower,bubbleblower,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Gamestoy & entertainment,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
bucket01a,bucket01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Household article & cleaner,21,0,64%,62%,1.53,,,,,,,,,,,,,,,,,,,,
buddhastatue,buddhastatue,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Buddha,19,45%,45%,9,1.95,,33,1,34,Decoration & gift accessory,32,0,97%,94%,0.2,,42,4.19,0.92,,42,2.9,1.38,,,,,,,,,,34,2.12,1.39
buffaloskull,buffaloskull,BOSS-2014 (v.2),,42,3,6,2,7%,14%,5%,31,Bull skull,13,31%,42%,13,2.95,,32,8,40,Decoration & gift accessory,11,1,34%,30%,2.24,,42,3.31,1.22,,42,2.98,1.24,,,,,,,,,,34,1.35,0.77
bull,bull,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Bull,36,86%,88%,5,0.77,,33,0,33,Mammal,33,0,100%,100%,0,,41,4.27,0.87,,42,2.93,1.3,,32,4.31,0.78,,32,3.31,1.42,,34,2.12,1.32
bulldozer,bulldozer,BOSS-2014 (v.2),,42,1,3,3,2%,7%,7%,35,Bulldozer,17,40%,49%,10,2.39,,32,2,34,Vehicle,29,1,91%,88%,0.53,,41,4.12,0.95,,41,3.37,1.36,,,,,,,,,,34,2.29,1.22
bullet,bullet,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,bullet,39,93%,93%,4,0.48,,33,1,34,War related weapon & item,30,0,91%,88%,0.58,,42,4.07,1.11,,42,1.71,0.99,,32,4.06,1.24,,32,3.03,1.43,,34,2.88,1.41
bulletbelt,bulletbelt,BOSS-2014 (v.2),,42,1,1,0,2%,2%,0%,40,Bullets,21,50%,53%,12,2.53,,33,0,33,War related weapon & item,32,0,97%,97%,0.2,,42,3.9,1.21,,42,2.36,1.08,,,,,,,,,,34,2.38,1.23
bumpercar,bumpercar,BOSS-2014 (v.2),,42,0,0,3,0%,0%,7%,39,Bumper car,35,83%,90%,5,0.68,,33,9,42,Vehicle,20,1,61%,50%,1.27,,42,4.33,0.87,,42,2.9,1.25,,32,4,1.16,,32,3.22,1.5,,34,2.53,1.11
bun,bun,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bread,12,29%,29%,16,3.49,,33,0,33,Food,33,0,100%,100%,0,,42,4.57,0.74,,42,2.17,1.15,,,,,,,,,,34,1.94,1.15
key07,bundleofkeys,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,keys,34,81%,81%,5,1.05,,33,0,33,Household article & cleaner,19,0,58%,58%,2.01,,42,4.88,0.4,,41,1.95,1.07,,32,4.13,1.13,,32,3.91,1.3,,34,3.97,1.11
bungeecord02,bungeecord02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Hand labour tool & accessory,16,0,48%,47%,1.98,,,,,,,,,,,,,,,,,,,,
busshelter,busshelter,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Bus shelter,17,40%,41%,11,2.54,,33,0,33,Building infrastructure,32,0,97%,97%,0.2,,42,4.69,0.47,,42,2.05,0.96,,,,,,,,,,34,2.15,1.28
bust,bust,BOSS-2014 (v.2),,42,1,1,1,2%,2%,2%,39,Bust,13,31%,33%,8,2.48,,33,3,36,Decoration & gift accessory,25,0,76%,69%,1.06,,42,3.52,1.25,,42,2.76,1.19,,,,,,,,,,34,1.56,0.99
butterdish,butterdish,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Kitchen & utensil,27,0,84%,84%,0.78,,,,,,,,,,,,,,,,,,,,
butterfly,butterfly,BOSS-2014 (v.2),,42,1,1,0,2%,2%,0%,40,butterfly,34,81%,85%,4,0.83,,32,0,32,Insect,31,0,97%,97%,0.2,,42,3.98,1.12,,42,3.1,1.43,,32,2.69,1.47,,32,2.69,1.4,,34,2.03,1.34
butterknife,butterknife,BOSS-2014 (v.2),,42,8,4,3,19%,10%,7%,27,Butter knife,11,26%,41%,9,2.52,,33,3,36,Kitchen & utensil,26,2,79%,78%,1.05,,40,3.73,1.3,,42,1.86,1,,,,,,,,,,28,2.14,1.15
button01,button01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Clothing,27,0,82%,79%,1.01,,,,,,,,,,,,,,,,,,,,
cabasa,cabasa,BOSS-2014 (v.2),,42,11,16,3,26%,38%,7%,12,shaker,4,10%,33%,8,2.75,,33,2,35,Musical instrument,24,0,73%,69%,1.32,,40,2.7,1.42,,40,2.75,1.17,,,,,,,,,,33,2.27,1.26
cabbage,cabbage,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
cactus,cactus,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,cactus,39,93%,93%,3,0.44,,33,5,38,Natural element,21,2,64%,61%,1.46,,42,4.14,1,,42,2.74,1.19,,32,2.91,1.38,,32,3.34,1.47,,34,1.85,1.08
cakeplatter,cakeplatter,BOSS-2014 (v.2),,42,0,7,1,0%,17%,2%,34,Cake platter,4,10%,12%,20,4.1,,33,1,34,Kitchen & utensil,27,1,82%,82%,1.03,,42,3.71,1.27,,42,2.29,1.13,,,,,,,,,,34,2.03,1.14
calculator01,calculator01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,4,36,Stationary & school supply,18,4,56%,61%,0.99,,,,,,,,,,,,,,,,,,,,
calendar,calendar,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,calendar,36,86%,86%,5,0.85,,33,0,33,Stationary & school supply,29,0,88%,88%,0.63,,42,4.74,0.66,,42,1.98,1.05,,32,3.59,1.24,,32,4.13,1.29,,34,2.44,1.19
mathcompass,caliper,BOSS-2014 (v.2),,42,0,5,11,0%,12%,26%,26,compass,13,31%,50%,11,2.59,,33,0,33,Stationary & school supply,24,0,73%,73%,1.12,,41,3.9,1.11,,41,2.46,1.12,,,,,,,,,,31,2.74,1.34
callbell,callbell,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,bell,33,79%,80%,7,1.18,,33,1,34,Stationary & school supply,10,0,30%,29%,2.97,,42,4.4,0.8,,42,1.98,0.9,,32,2.81,1.49,,32,3.19,1.51,,34,3.53,1.31
camera01a,camera01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Electronic device & accessory,26,0,79%,74%,1.2,,,,,,,,,,,,,,,,,,,,
cameracase01a,cameracase01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Electronic device & accessory,16,0,48%,48%,2.17,,,,,,,,,,,,,,,,,,,,
campfire,campfire,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,fire,16,38%,38%,9,2.47,,33,2,35,Natural element,21,0,64%,60%,1.52,,42,4.33,0.95,,42,2.93,1.35,,,,,,,,,,34,3.09,1.44
candelabra,candelabra,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,candelabra,15,36%,37%,8,2.39,,32,0,32,Decoration & gift accessory,22,0,69%,69%,1.3,,42,4.29,0.83,,42,2.4,1.06,,,,,,,,,,34,2.76,1.21
candle01,candle01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Decoration & gift accessory,19,0,58%,58%,1.47,,,,,,,,,,,,,,,,,,,,
candle08b,candle08b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Decoration & gift accessory,26,0,79%,74%,0.99,,,,,,,,,,,,,,,,,,,,
candleholder01,candleholder01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Decoration & gift accessory,19,0,58%,58%,1.38,,,,,,,,,,,,,,,,,,,,
candy,candy,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
candycane01a,candycane01a,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,candy cane,41,98%,98%,2,0.16,,33,4,37,Food,30,1,91%,84%,0.52,,42,4.9,0.3,,42,1.69,0.92,,32,4.28,0.92,,32,3.19,1.26,,34,2.44,1.11
candydispenser,candydispenser,BOSS-2014 (v.2),,42,0,1,2,0%,2%,5%,39,Candy dispenser,15,36%,38%,9,2.33,,33,5,38,Food,23,1,70%,63%,1.24,,42,4.62,0.58,,42,2.95,1.25,,,,,,,,,,34,3.03,1.4
cane,cane,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Medical instrument & accessory,19,0,58%,58%,1.83,,,,,,,,,,,,,,,,,,,,
canister,canister,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,3,35,Kitchen & utensil,24,2,75%,74%,1.01,,,,,,,,,,,,,,,,,,34,2.15,1.23
