FILENAME,Filename English v.2.1,Dataset,Name,Nb inputs,Fq DKO,Fq DKN,Fq  TOT,% DKO,% DKN,% TOT,Nb names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 2-resp,Nb category (answer1),Nb category (answer2),Nb category (all answers),Modal category,Fq (answer1),Fq (answer2),% Category Agreement,% Category Agreement (all answers),Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
swan,swan,BOSS-2014 (v.2),,42,0,2,0,0%,5%,0%,40,bird,15,36%,38%,7,2.09,,32,0,32,Bird,32,0,100%,100%,0,,42,3.93,0.95,,42,2.79,1.34,,,,,,,,,,34,1.88,1.15
swimgoggles,swimgoggles,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,2,34,Outdoor activity & sport item,28,0,88%,82%,0.64,,,,,,,,,,,,,,,,,,,,
swimsuit,swimsuit,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Shorts,23,55%,55%,11,2.4,,33,1,34,Clothing,31,0,94%,91%,0.39,,42,4.67,0.69,,42,2.1,0.88,,31,3.42,1.43,,32,2.69,1.42,,34,2.79,1.23
swing,swing,BOSS-2014 (v.2),,41,0,0,0,0%,0%,0%,41,swing,40,98%,98%,2,0.17,,32,1,33,Outdoor activity & sport item,13,1,41%,42%,1.84,,41,4.61,0.74,,41,1.59,0.77,,32,3.13,1.43,,32,3.5,1.27,,34,4,1.07
gardenswing,swingbench,BOSS-2014 (v.2),,42,0,11,6,0%,26%,14%,25,Garden swing,3,7%,12%,19,4.1,,33,0,33,Furniture,29,0,88%,88%,0.53,,42,4.12,0.92,,42,2.45,1.02,,,,,,,,,,34,2.56,1.35
swissarmyknife01a,swissarmyknife01a,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,pocket knife,17,40%,43%,10,2.34,,32,1,33,Hand labour tool & accessory,14,0,44%,42%,2.51,,42,4.36,0.88,,42,2.05,0.85,,,,,,,,,,34,2.97,1.34
swisscheese,swisscheese,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Food,28,0,88%,85%,0.79,,,,,,,,,,,,,,,,,,,,
sword01,sword01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,sword,34,81%,81%,6,1.08,,32,1,33,War related weapon & item,29,1,91%,91%,0.6,,42,4.07,1.11,,42,2.02,0.9,,31,4.06,1.18,,31,3.58,1.41,,34,3.62,1.16
swordfish,swordfish,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,sword fish,33,79%,83%,2,0.67,,33,3,36,Fish,31,0,94%,86%,0.39,,42,4.05,1.01,,42,2.9,1.3,,32,4.09,1.06,,32,3.88,1.29,,34,1.62,0.99
syringe01,syringe01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Medical instrument & accessory,30,0,91%,91%,0.44,,,,,,,,,,,,,,,,,,,,
syringe02,syringe02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Medical instrument & accessory,33,0,100%,97%,0,,,,,,,,,,,,,,,,,,,,
tabascosauce,tabascosauce,BOSS-2014 (v.2),,42,1,1,1,2%,2%,2%,39,Tabasco Sauce,15,36%,38%,12,2.86,,33,3,36,Food,28,3,85%,86%,0.72,,42,4.17,1.1,,42,2.05,0.88,,,,,,,,,,34,2.71,1.24
table01,table01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,table,34,81%,81%,6,1.08,,33,0,33,Furniture,33,0,100%,100%,0,,42,4.79,0.42,,42,1.71,0.92,,32,3.19,1.64,,32,3.94,1.19,,34,2.88,1.27
tableknife02,tableknife02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Kitchen & utensil,30,0,94%,94%,0.4,,,,,,,,,,,,,,,,,,,,
taillight,taillight,BOSS-2014 (v.2),,42,1,3,1,2%,7%,2%,37,Tail lights,10,24%,27%,11,3.02,,33,3,36,Vehicle,15,1,45%,44%,2.06,,42,4.21,1.07,,42,2.52,1.17,,,,,,,,,,34,1.74,1.11
tambourine01,tambourine01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Musical instrument,28,0,85%,82%,0.72,,,,,,,,,,,,,,,,,,,,
tambourine03,tambourine03,BOSS-2014 (v.2),,42,0,3,2,0%,7%,5%,37,Tambourine,24,57%,65%,6,1.46,,33,0,33,Musical instrument,32,0,97%,97%,0.2,,42,4.19,0.99,,42,2.36,1.06,,31,3.68,1.22,,32,3.5,1.57,,34,3.88,1.04
tampon,tampon,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Skincare & bathroom item,26,0,81%,81%,0.93,,,,,,,,,,,,,,,,,,,,
tank,tank,BOSS-2014 (v.2),,42,0,2,4,0%,5%,10%,36,Tank,27,64%,75%,5,1.17,,33,14,47,Vehicle,21,5,64%,55%,0.95,,42,4.31,0.87,,42,3.24,1.46,,32,3.66,1.58,,32,3.25,1.57,,34,2.06,1.25
tankertruck,tankertruck,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,truck,20,48%,49%,15,2.84,,33,1,34,Vehicle,33,0,100%,97%,0,,42,4.45,0.77,,42,2.95,1.31,,,,,,,,,,34,2.03,1.27
tape02a,tape02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Hand labour tool & accessory,22,0,67%,65%,1.72,,,,,,,,,,,,,,,,,,,,
taperecorder,taperecorder,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Electronic device & accessory,33,0,100%,97%,0,,,,,,,,,,,,,,,,,,,,
tarantula,tarantula,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Tarantula,28,67%,67%,4,1.16,,33,0,33,Insect,31,0,94%,94%,0.39,,42,4.1,1.05,,42,3.45,1.4,,32,3.78,1.26,,32,3.38,1.45,,34,1.94,1.18
taxisign,taxisign,BOSS-2014 (v.2),,42,0,3,1,0%,7%,2%,38,taxi sign,26,62%,68%,8,1.67,,33,1,34,Vehicle,18,0,55%,53%,2.05,,42,4.4,0.94,,42,1.62,0.7,,32,3.19,1.31,,32,2.94,1.27,,34,2.74,1.38
teabag,teabag,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Food,31,0,94%,91%,0.39,,,,,,,,,,,,,,,,,,,,
teapot,teapot,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,28,1,85%,85%,0.72,,,,,,,,,,,,,,,,,,,,
stuffedanimal02b,teddybear02b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,10,42,Gamestoy & entertainment,28,1,88%,69%,0.67,,,,,,,,,,,,,,,,,,,,
telephone01b,telephone01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Electronic device & accessory,26,1,81%,82%,1.12,,,,,,,,,,,,,,,,,,,,
phonebooth,telephonebooth,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Phone booth,17,40%,40%,14,2.59,,33,5,38,Building infrastructure,23,2,70%,66%,1.16,,41,4.34,0.82,,41,2.54,1.1,,,,,,,,,,34,3.5,1.13
phonejack,telephonejack,BOSS-2014 (v.2),,42,3,5,4,7%,12%,10%,30,Phone jack,6,14%,20%,21,4.12,,33,0,33,Electronic device & accessory,19,0,58%,58%,1.61,,42,3.98,1.2,,42,1.93,1.16,,,,,,,,,,31,2.03,1.2
telescope,telescope,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,telescope,38,90%,95%,3,0.34,,33,2,35,Outdoor activity & sport item,8,1,24%,26%,2.75,,42,4.14,0.98,,42,2.4,1.13,,32,3.19,1.18,,32,3.75,1.32,,34,3.59,1.21
television,television,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,TV,10,24%,24%,16,3.48,,33,1,34,Electronic device & accessory,31,1,94%,94%,0.39,,41,4.76,0.49,,41,1.78,0.99,,,,,,,,,,34,3.56,1.26
tennisball01b,tennisball01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Outdoor activity & sport item,28,1,85%,85%,0.72,,,,,,,,,,,,,,,,,,,,
tennisracket,tennisracket,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Tennis racket,26,62%,62%,4,1.29,,33,1,34,Outdoor activity & sport item,32,1,97%,97%,0.2,,42,4.36,0.88,,42,2.19,1.09,,32,3.88,1.26,,32,3.41,1.36,,34,4.03,0.97
tent,tent,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,tent,38,90%,90%,4,0.6,,32,2,34,Outdoor activity & sport item,21,2,66%,68%,1.23,,42,4.45,0.77,,42,2.14,1.07,,32,3.09,1.49,,32,3.84,1.27,,34,2.82,1.03
tern,tern,BOSS-2014 (v.2),,42,2,5,1,5%,12%,2%,34,bird,30,71%,88%,4,0.7,,33,0,33,Bird,33,0,100%,100%,0,,42,3.26,1.13,,42,3.07,1.35,,32,3.16,1.35,,32,3.63,1.45,,34,1.85,1.21
thermometer02b,thermometer02b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Household article & cleaner,15,0,45%,44%,2.31,,,,,,,,,,,,,,,,,,,,
thermos,thermos,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Kitchen & utensil,14,0,42%,39%,2.69,,,,,,,,,,,,,,,,,,,,
thimble,thimble,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Household article & cleaner,15,0,45%,45%,2.19,,,,,,,,,,,,,,,,,,,,
thread02,thread02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Household article & cleaner,12,1,36%,38%,2.22,,,,,,,,,,,,,,,,,,,,
threeholepunch03,threeholepunch03,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,30,0,91%,91%,0.52,,,,,,,,,,,,,,,,,,,,
thumbtack02a,thumbtack02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,28,0,85%,85%,0.82,,,,,,,,,,,,,,,,,,,,
tie02,tie02,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,tie,33,79%,79%,2,0.75,,33,0,33,Clothing,33,0,100%,100%,0,,42,4.64,0.85,,42,1.52,0.74,,32,3.75,1.34,,32,4.38,1.07,,34,4.21,1.09
tiger02,tiger02,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,tiger,40,95%,95%,3,0.32,,33,0,33,Feline,22,0,67%,67%,1.28,,42,4.36,0.88,,42,3.12,1.38,,32,3.97,1.18,,32,3.97,1.15,,34,1.82,1.19
tire,tire,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,tire,32,76%,78%,5,1.14,,32,1,33,Vehicle,20,0,63%,61%,1.55,,42,4.62,0.66,,42,1.6,0.73,,32,4.16,0.95,,32,3.88,1.24,,34,2.56,1.42
tissuebox01b,tissuebox01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Skincare & bathroom item,19,0,59%,58%,1.44,,,,,,,,,,,,,,,,,,,,
toad,toad,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,frog,23,55%,55%,3,1.13,,32,0,32,Reptile,32,0,100%,100%,0,,42,4.12,1.02,,42,3.62,1.36,,32,3.22,1.5,,32,2.72,1.57,,34,2.15,1.23
toast,toast,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Food,32,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
toaster01,toaster01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Kitchen & utensil,27,3,82%,83%,0.8,,,,,,,,,,,,,,,,,,,,
toilet,toilet,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Toilet,38,90%,90%,3,0.53,,32,2,34,Skincare & bathroom item,24,1,75%,74%,1.29,,42,4.93,0.26,,42,2.24,1.12,,32,3.84,1.14,,32,3.72,1.22,,34,4.53,0.66
toiletbrush,toiletbrush,BOSS-2014 (v.2),,42,0,2,4,0%,5%,10%,36,Toilet brush,24,57%,67%,8,1.78,,33,2,35,Skincare & bathroom item,16,2,48%,51%,1.33,,42,4.57,0.74,,42,2.12,1.06,,32,4.09,1.03,,32,3.06,1.58,,34,3.12,1.3
toiletpaper01a,toiletpaper01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Skincare & bathroom item,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
tomato01,tomato01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Food,31,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
tomatojuice,tomatojuice,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Food,20,1,61%,58%,1.87,,,,,,,,,,,,,,,,,,,,
tombstone,tombstone,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Tombstone,29,69%,69%,7,1.56,,33,2,35,Building infrastructure,16,1,48%,49%,2.24,,42,4.43,0.91,,42,1.98,0.87,,32,3.56,1.24,,32,3.22,1.26,,34,2.29,1.38
tongs01b,tongs01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,33,0,100%,97%,0,,,,,,,,,,,,,,,,,,,,
toolbox02,toolbox02,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,Toolbox,37,88%,93%,3,0.45,,33,0,33,Hand labour tool & accessory,26,0,79%,79%,0.99,,42,4.36,0.79,,42,2.07,0.95,,32,3.41,1.24,,32,3.75,1.39,,34,2.47,1.21
toothbrush03b,toothbrush03b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Skincare & bathroom item,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
toothpastetube,toothpaste,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Skincare & bathroom item,29,0,88%,83%,0.63,,,,,,,,,,,,,,,,,,,,
toothpick02,toothpick02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Kitchen & utensil,16,0,48%,44%,2.64,,,,,,,,,,,,,,,,,,,,
tortilla,tortilla,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
tortoise01,tortoise01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,turtle,32,76%,76%,3,0.9,,33,0,33,Reptile,28,0,85%,85%,0.72,,42,4.26,1.01,,42,3.26,1.47,,32,3.88,1.24,,32,4.09,1.12,,34,2.26,1.33
tortillachip,tostitos,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,tortilla chip,16,38%,38%,12,2.77,,32,0,32,Food,31,0,97%,97%,0.2,,42,4.71,0.51,,42,2.07,1.22,,,,,,,,,,34,2.5,1.29
totempole,totempole,BOSS-2014 (v.2),,42,0,2,2,0%,5%,5%,38,Totem Pole,28,67%,74%,4,1.14,,32,3,35,Decoration & gift accessory,26,0,81%,74%,1.03,,41,4.12,1.14,,41,3.29,1.29,,32,3.94,1.08,,32,3.81,1.18,,34,1.41,0.82
toucan,toucan,BOSS-2014 (v.2),,42,0,5,4,0%,12%,10%,33,Toucan,25,60%,76%,5,1.26,,33,0,33,Bird,33,0,100%,100%,0,,41,3.98,1.01,,41,3.17,1.43,,32,4.13,1.04,,32,3.78,1.26,,34,1.62,0.89
towel01,towel01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Kitchen & utensil,19,1,58%,56%,1.8,,,,,,,,,,,,,,,,,,,,
towel04a,towel04a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Skincare & bathroom item,22,0,69%,67%,1.42,,,,,,,,,,,,,,,,,,,,
towelrack,towelrack,BOSS-2014 (v.2),,42,0,5,1,0%,12%,2%,36,Towel rack,17,40%,47%,13,2.75,,33,2,35,Skincare & bathroom item,19,1,58%,57%,1.9,,42,4.48,0.77,,42,1.64,0.85,,,,,,,,,,34,2.56,1.26
tower,tower,BOSS-2014 (v.2),,42,2,1,1,5%,2%,2%,38,Tower,22,52%,58%,14,2.49,,33,1,34,Building infrastructure,32,0,97%,94%,0.2,,41,3.71,1.01,,41,2.76,1.16,,32,3.31,1.38,,32,3.78,1.29,,34,1.68,1.04
townsquarepostclock,townsquarepostclock,BOSS-2014 (v.2),,42,0,2,0,0%,5%,0%,40,clock,18,43%,45%,9,2.2,,32,1,33,Building infrastructure,24,0,75%,73%,1.14,,42,3.83,1.12,,42,2.52,0.99,,,,,,,,,,34,2.03,1.14
toycar04,toycar04,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,7,40,Vehicle,26,4,79%,75%,0.75,,,,,,,,,,,,,,,,,,,,
toyanimal01,toychicken,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,14,47,Gamestoy & entertainment,24,2,73%,55%,1.3,,,,,,,,,,,,,,,,,,,,
toyanimal02,toycow,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,14,47,Gamestoy & entertainment,28,1,85%,62%,0.82,,,,,,,,,,,,,,,,,,,,
toydinosaur,toydinosaur,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,13,46,Gamestoy & entertainment,22,3,67%,54%,1.06,,,,,,,,,,,,,,,,,,,,
toyanimal03,toyelephant,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,13,46,Gamestoy & entertainment,28,3,85%,67%,0.76,,,,,,,,,,,,,,,,,,,,
toyfiretruck,toyfiretruck,BOSS-2014 (v.2),,42,0,2,0,0%,5%,0%,40,toy truck,21,50%,53%,9,2.07,,33,15,48,Gamestoy & entertainment,17,8,52%,52%,1,,42,4.36,0.93,,42,1.95,0.94,,,,,,,,,,34,2.12,1.25
toyhardhat,toyhardhat,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Hand labour tool & accessory,12,1,36%,36%,2.24,,,,,,,,,,,,,,,,,,,,
toyhockeystick01,toyhockeystick,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Outdoor activity & sport item,17,2,52%,54%,1,,,,,,,,,,,,,,,,,,,,
toyanimal05,toyhorse,BOSS-2014 (v.2),,42,1,1,0,2%,2%,0%,40,toy horse,32,76%,80%,6,1.12,,33,14,47,Gamestoy & entertainment,29,2,88%,66%,0.65,,42,3.95,1.03,,42,2.05,0.99,,32,2.38,1.43,,32,3.34,1.41,,34,1.74,1.14
toynutcracker,toynutcracker,BOSS-2014 (v.2),,42,0,4,0,0%,10%,0%,38,nutcracker,25,60%,66%,8,1.76,,33,3,36,Decoration & gift accessory,17,0,52%,47%,1.16,,41,3.83,1.02,,41,2.88,1.23,,32,3.34,1.75,,32,2.91,1.44,,33,1.88,1.22
toyanimal04,toysheep,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,15,48,Gamestoy & entertainment,26,3,79%,60%,0.95,,,,,,,,,,,,,,,,,,,,
toysoldier01b,toysoldier01b,BOSS-2014 (v.2),,42,0,2,1,0%,5%,2%,39,Toy soldier,28,67%,72%,11,1.78,,33,13,46,Gamestoy & entertainment,25,2,76%,59%,1.11,,42,4.31,1.09,,42,2.12,1.11,,32,3.78,1.24,,32,2.78,1.21,,34,2.15,1.08
toyshape,toystar,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Gamestoy & entertainment,27,0,82%,79%,0.91,,,,,,,,,,,,,,,,,,,,
toytank,toytank,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,15,48,Gamestoy & entertainment,12,4,36%,33%,1.71,,,,,,,,,,,,,,,,,,,,
toytanktruck,toytanktruck,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,toy truck,28,67%,67%,10,1.88,,32,17,49,Vehicle,19,3,59%,45%,0.97,,42,4.33,0.87,,42,1.98,0.87,,32,3.06,1.52,,32,2.91,1.38,,34,2,1.07
toytractor01b,toytractor01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,14,46,Gamestoy & entertainment,23,4,72%,59%,1,,,,,,,,,,,,,,,,,,,,
toyxylophone,toyxylophone,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,10,43,Gamestoy & entertainment,27,2,82%,67%,0.68,,,,,,,,,,,,,,,,,,,,
tractor,tractor,BOSS-2014 (v.2),,42,0,2,3,0%,5%,7%,37,tractor,14,33%,38%,12,2.8,,33,2,35,Vehicle,32,2,97%,97%,0.2,,42,3.98,1.02,,42,3.38,1.4,,,,,,,,,,34,2.35,1.32
trafficlight,trafficlight,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Traffic light,23,55%,56%,5,1.61,,33,4,37,Building infrastructure,17,0,52%,46%,2.04,,42,4.74,0.59,,42,2.1,0.96,,32,3.16,1.53,,32,3.13,1.54,,34,2.65,1.59
trailer,trailer,BOSS-2014 (v.2),,42,1,5,2,2%,12%,5%,34,Trailer,21,50%,62%,11,2.2,,33,1,34,Vehicle,29,0,88%,85%,0.78,,41,3.8,1.08,,41,2.32,0.93,,,,,,,,,,34,1.79,0.88
trailerhitchball,trailerhitchball,BOSS-2014 (v.2),,42,13,10,0,31%,24%,0%,19,Trailer hitch,9,21%,47%,10,2.64,,33,2,35,Building material,9,0,27%,26%,2.59,,38,3.34,1.56,,39,2.13,1.13,,,,,,,,,,30,2.17,1.29
trampoline,trampoline,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,trampoline,39,93%,93%,2,0.37,,33,1,34,Outdoor activity & sport item,21,1,64%,65%,1.32,,42,4.4,0.86,,42,1.98,1,,30,4.03,1.03,,30,4.2,1.19,,34,4.06,0.92
garbagecan02,trashcan02,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Garbage can,14,33%,33%,12,2.9,,32,1,33,Household article & cleaner,14,0,44%,42%,2.23,,42,4.57,0.77,,42,1.93,0.71,,,,,,,,,,34,3.12,1.27
travelmug,travelmug,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Coffee mug,12,29%,29%,14,3.09,,33,0,33,Kitchen & utensil,29,0,88%,88%,0.71,,42,4.71,0.6,,42,1.67,0.98,,,,,,,,,,34,3.24,1.18
tray,tray,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,22,0,67%,67%,1.51,,,,,,,,,,,,,,,,,,,,
treadmill,treadmill,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Treadmill,37,88%,90%,4,0.61,,33,4,37,Outdoor activity & sport item,22,2,67%,65%,1.54,,42,4.67,0.65,,42,2.62,1.1,,30,4.03,1.27,,30,3.5,1.55,,34,3.59,1.26
tree,tree,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,tree,40,95%,95%,3,0.32,,33,0,33,Natural element,32,0,97%,97%,0.2,,42,4.69,0.68,,42,2.93,1.57,,30,3.57,1.33,,30,4.23,1.01,,34,2.62,1.46
treetrunk,treetrunk,BOSS-2014 (v.2),,42,2,0,0,5%,0%,0%,40,Tree trunk,15,36%,38%,12,2.86,,33,0,33,Natural element,30,0,91%,91%,0.52,,42,4.38,0.94,,42,2.57,1.38,,,,,,,,,,34,1.76,1.07
triangle,triangle,BOSS-2014 (v.2),,42,1,5,3,2%,12%,7%,33,triangle,26,62%,79%,6,1.22,,33,0,33,Musical instrument,30,0,91%,91%,0.58,,42,4.05,1.08,,42,1.45,0.63,,30,3.13,1.74,,30,3.47,1.53,,34,3.41,1.1
triangleruler01,triangleruler,BOSS-2014 (v.2),,41,0,5,5,0%,12%,12%,31,Ruler,7,17%,23%,15,3.43,,32,0,32,Stationary & school supply,30,0,94%,94%,0.4,,41,4.37,0.97,,41,1.63,0.77,,,,,,,,,,34,2.59,1.31
tricycle,tricycle,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Tricycle,38,90%,93%,4,0.49,,33,5,38,Vehicle,19,2,58%,55%,1.4,,42,4.57,0.63,,42,2.5,1.17,,30,3.9,1.27,,30,3,1.44,,34,2.82,1.09
trident01,trident01,BOSS-2014 (v.2),,42,0,5,1,0%,12%,2%,36,Trident,16,38%,44%,11,2.47,,32,1,33,War related weapon & item,21,1,66%,67%,1.74,,42,4,0.96,,42,1.67,0.85,,,,,,,,,,34,2.24,1.05
tripod01,tripod01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Electronic device & accessory,17,0,52%,50%,1.79,,,,,,,,,,,,,,,,,,,,
trojanhorse,trojanhorse,BOSS-2014 (v.2),,42,0,6,0,0%,14%,0%,36,Trojan horse,23,55%,64%,7,1.68,,33,11,44,Decoration & gift accessory,12,1,36%,30%,2.35,,42,3.69,1.18,,42,2.95,1.08,,30,3.47,1.33,,30,3.2,1.56,,34,1.44,0.79
trombone,trombone,BOSS-2014 (v.2),,42,0,2,2,0%,5%,5%,38,Trombone,24,57%,63%,7,1.73,,32,0,32,Musical instrument,30,0,94%,94%,0.4,,42,3.93,1.22,,42,2.64,1.06,,30,4.03,1.25,,30,3.37,1.43,,34,4.47,0.56
trophy01,trophy,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,trophy,39,93%,93%,2,0.37,,32,3,35,Decoration & gift accessory,19,2,59%,60%,1.74,,42,4.33,0.82,,42,2.1,1.12,,30,3.9,1.18,,30,4.03,1.16,,34,2.71,1.34
trumpet,trumpet,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,trumpet,34,81%,83%,5,0.97,,33,0,33,Musical instrument,32,0,97%,97%,0.2,,42,4.38,0.88,,42,2.52,1.25,,30,4.2,1.37,,30,4.17,1.34,,34,4.18,0.8
tshirt,tshirt,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Clothing,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
tuba,tuba02,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,Tuba,14,33%,35%,8,2.47,,33,1,34,Musical instrument,32,1,97%,97%,0.2,,42,3.86,1,,42,3.14,1.3,,,,,,,,,,34,3.79,0.91
tube,tube,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Skincare & bathroom item,24,1,73%,74%,1.53,,,,,,,,,,,,,,,,,,,,
tulip02,tulip02,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,tulip,32,76%,76%,6,1.21,,33,1,34,Natural element,30,1,91%,91%,0.52,,42,4.4,0.8,,42,2.12,1.17,,30,4.23,1.25,,30,4.17,1.18,,34,2.35,1.23
tupperware03a,tupperware03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,30,1,91%,91%,0.58,,,,,,,,,,,,,,,,,,,,
tuque03a,tuque03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Clothing,31,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
turkey,turkey,BOSS-2014 (v.2),,42,0,3,0,0%,7%,0%,39,turkey,24,57%,62%,7,1.61,,33,2,35,Bird,33,0,100%,94%,0,,42,3.9,1.1,,42,3.14,1.44,,30,2.97,1.35,,30,3.47,1.28,,34,1.71,1.03
turnip,turnip,BOSS-2014 (v.2),,42,0,3,0,0%,7%,0%,39,Turnip,16,38%,41%,6,1.83,,33,0,33,Food,30,0,91%,91%,0.58,,42,4.14,0.87,,42,2.36,1.01,,,,,,,,,,34,1.59,1.05
